_start 0x8000000
LoadRNStateFromActionStruct 0x802A018
MoveCursor_FillMovementMapForEndPoint 0x802ABB0
MoveCursor_RecomputePath 0x802ABF4
EndBottomHelpText 0x802CB50
DrawUnitNameForBattleForecast 0x802D730
StartAiTargetCursor 0x802ECA0
AiFillUnitStandingRangeWithWeapon 0x8031C28
AiGetTileWeightForAttack 0x8032200
GetUnitAttackAndWeapon 0x8033038
ClearBG0BG1 0x8041678
LoadNewUIGraphics 0x80417D4
StartMenuChild 0x8041818
StartMenu 0x8041834
EndAllMenus 0x8041A38
MenuCallHelpBox 0x8041FA4
GetLinkedTargetList 0x8042524
StartEkrBattleDeamon 0x8042584
EndEkrGauge 0x80438B4
StartEkrDispUP 0x8044198
StartEfxDead 0x80457E8
StartEfxFlashBG 0x8046794
SpellFx_ClearBG1Position 0x80474C8
SpellFx_ClearBG1 0x80474D8
SpellFx_RegisterObjGfx 0x8047A88
SpellFx_RegisterObjPal 0x8047AB0
SpellFx_RegisterBgGfx 0x8047ACC
SpellFx_RegisterBgPal 0x8047AF4
StartEkrBattleStarting 0x8047DAC
StartEkrChienCHR 0x804AF70
GetOpponentFrontAIS 0x804B80C
GetAISNextBattleAnimRoundType 0x804B848
GetAISCurrentRoundType 0x804B868
BeginAnimsOnBattle_Arena 0x804C580
NewEkrTogiInitPROC 0x804C5BC
loadResireRST5 0x804C8D4
loadRestWINH1 0x804CC68
loadALPHA 0x804CD88
loadArrowOBJ 0x804D728
StartEfxThunderBGCOL 0x804EE9C
StartEfxThunderOBJ 0x804EF24
loadFireBG 0x804F144
StartSubSpell_efxElfireBGCOL 0x804F484
loadFimbulvetrOBJ 0x804F908
loadResireRST3 0x8050D68
loadHazymoonBG3 0x8053A44
GetOtherRN_N 0x805B9C8
StartEkrsubAnimeEmulator 0x805B9E0
PlaySFX 0x805C804
EndEkrClasschg 0x805C858
EndEkrLevelUp 0x805D140
StartEkrPegasusKnight 0x805E7A0
NewEkrHenseiInitPROC 0x80685F0
StartHelpTextBubble 0x80709E8
SaveMetadata_CheckId 0x808525C
LoadSavedChapterState 0x8085270
LoadSuspendedChapterState 0x8085A34
ComputeSaveChecksum 0x8085F4C
SaveMetadata_ComputeChecksum 0x8085F98
ClearChain 0x809CBB4
Clear64byte 0x809CBC8
GetGlobalEventIdStorageSize 0x806BA90
SVC_Sqrt 0x809DD2C
MapEventEngineExists 0x8071760
GetLocalEventIdStorageSize 0x806BA9C
GetNoCompDataSize 0x8013CE4
GetGameLogicLock 0x801599C
nullsub_84 0x8018CDC
SetSubjectMap 0x801A558
GetCurrentMovCostTable 0x801A5A4
nullsub_11 0x8025D58
nullsub_12 0x8028914
GetConvoyItemArray 0x8029684
GetTargetListSize 0x804254C
.gcc2_compiled._5 0x8042578
SetBattleAnimArenaFlag 0x804C4F4
GetBattleAnimArenaFlag 0x804C500
Get20200AC 0x805BDB4
nullsub_18 0x805E574
GetGlobalEventIdStorage 0x806BA88
GetLocalEventIdStorage 0x806BA94
GetSomeUnitId 0x806EACC
nullsub_88 0x809BF4E
nullsub_89 0x809C424
CpuFastSet 0x809DCD8
CpuSet 0x809DCDC
Div 0x809DCE0
Mod 0x809DCE4
LZ77UnCompVram 0x809DCF0
LZ77UnCompWram 0x809DCF4
ObjAffineSet 0x809DCF8
VBlankIntrWait 0x809DD30
BXR1 0x809DF14
BXR2 0x809DF18
BXR3 0x809DF1C
BXR4 0x809DF20
BXR7 0x809DF2C
BXR9 0x809DF34
BXR10 0x809DF38
nullsub_1 0x809DFE0
SetupOAMSpliceForWeather 0x80283FC
StartFadeInBlackMedium 0x80146B0
StartFadeInBlackSlow 0x80146BC
StartFadeInBlackFast 0x80146C8
StartFadeOutBlackMedium 0x80146D4
StartFadeOutBlackFast 0x80146EC
EffectWait 0x801F524
ResetMapSpriteHoverTimer 0x8022628
AiScriptCmd_06_DoNothing 0x80314B8
AiScriptCmd_0E_DoNothing 0x8031740
AiScriptCmd_14_DoNothing 0x8031748
AiScriptCmd_15_DoNothing 0x8031788
ekrBattle_80503EC 0x8042BF8
ply_prio 0x809C07C
ply_keysh 0x809C09C
ply_vol 0x809C0E0
ply_pan 0x809C0F4
ply_bend 0x809C108
ply_bendr 0x809C11C
ply_lfodl 0x809C130
ply_tune 0x809C154
ply_xtype 0x809DC28
ply_xatta 0x809DC3C
ply_xdeca 0x809DC50
ply_xsust 0x809DC64
ply_xrele 0x809DC78
ply_xiecv 0x809DC8C
ply_xswee 0x809DC98
ply_xcmd_0C 0x809DCA4
ply_xcmd_0D 0x809DCB8
RescueSelection_OnSelect 0x801ECEC
TakeSelection_OnSelect 0x801EE80
GiveSelection_OnSelect 0x801EED0
RescueSelection_OnConstruction 0x802083C
MakeTargetListForRescueStaff 0x8021904
MakeTargetListForBerserk 0x802192C
AiScriptCmd_09_DoStaffAction 0x8031358
AiScriptCmd_0A_DoStaffAction 0x8031374
AiScriptCmd_0B_DoStaffAction 0x8031390
StartSpellAnimArrow 0x804E5E4
spellTeyari1 0x804D7C0
spellTeyari3 0x804D878
StartSpellAnimHandAxe 0x804D2D4
StartSpellAnimHeal 0x8054848
StartSpellAnimMend 0x80549E8
StartSpellAnimSleep 0x8055BF4
StartSpellAnimHammerne 0x804E0E8
StartSpellAnimBerserk 0x804E448
spellThunderstorm 0x804E0E8
StartSpellAnimLuna 0x804E448
spellSilence 0x80513AC
StartSpellAnimAura 0x8051CD0
spellShine 0x8053764
StartSpellAnimEvilEye 0x8053DC8
StartSpellAnimNaglfar 0x805595C
StartSpellAnimFireBreath 0x804D62C
StartSpellAnimDarkBreath 0x804DE4C
spellIcebreath 0x804E8CC
spellThunder 0x804ECB8
StartSpellAnimCrimsonEye 0x80567AC
MU_CritFlash_Init 0x8026194
MU_ForceSetMaxMoveSpeed 0x8026194
MU_AllForceSetMaxMoveSpeed_ 0x8007604
_InitFontForUIDefault 0x80990F0
UnitKakudai3 0x8056F94
BG0Shaker_Init 0x80992D0
StartGameOver 0x80793F0
GmapScreen2_Destruct 0x80740E4
CgbModVol 0x809D32C
AiFindUnitSafestTileToMoveTo 0x8030270
SioVSync_8041C1C 0x8035734
PrintPassword 0x8083688
ProcessSupportGains 0x8022CB4
CanActiveUnitMove 0x80182D0
EfxFire_Main 0x804F03C
AutolevelUnitWeaponRanks 0x80177C4
BskOrder_Init 0x802E5C4
DivineSfxLoop 0x8051D0C
GetRescueStaffeePosition 0x80275B0
MakeTargetListForLatona 0x8021AA8
GenBlueUnitAiStats 0x80308B0
GetUnitAiPriority 0x802E750
AiUnitGetClosestEscapePointData 0x8032C2C
DrawTileGraphics 0x8018D90
StartScreenMenuScrollingBg 0x806EA24
MakeTargetListForSupport 0x8021198
GetUnitArenaWeight 0x8029ABC
AiGetActiveUniChestKeyItemSlot 0x80303F8
EfxThunder_Main 0x804ECF4
GetUnitDropLocation 0x8017C84
MakeAiUnitQueue 0x802E7C8
AiUnitTryHealSelf 0x8032AE0
CpDecide_Main 0x802E914
AiDecisionMaker_AiScript2 0x802EC24
NameSelect_8045108 0x8038990
SomeBattlePlaySound_8071990 0x805BCA8
ProcessUnitMovement 0x80197E8
MakePoisonDamageTargetList 0x8021480
GetPhaseAbleUnitCount 0x802097C
AiTargetCursor_Main 0x802EC5C
shooter 0x804DF80
BeginBattleAnimations 0x8025C7C
ekrBattle_8050940 0x80430C4
ekrBattle_StartUIPaletteAnimations 0x8042AC4
RideCommandUsability 0x8026CE0
AiSimulateBattle 0x80322AC
GetArenaBetterItem 0x8029C4C
BATTLE_GOTO1_IfNobodyIsDead 0x802A6D8
BeginLinkArenaBattle 0x803EE7C
StartMenu_AndDoSomethingCommands 0x8042018
DebugMenu_FogIdle 0x801AE60
Text_AppendCharAscii 0x8006514
TryAddUnitToRestoreTargetList 0x80216B8
AiScriptCmd_07_DoStandardActionNoMove 0x80312A8
NameSelect_8044C54 0x803858C
GetUnitSupportBonuses 0x8022E3C
Menu_HandleSelectInputs 0x8041DA8
TradeMenu_802D918 0x80266A4
HandleCursorMovement 0x8015BA0
LoadMapSpritePalettes 0x8021B98
UpdateHandCursor 0x80415CC
TakeUsability 0x801ED7C
GiveUsability 0x801EDE4
UpdateMenuItemPanel 0x801CA50
StartEfxStatusUnit 0x8046DA0
AiUnitUpdateGetHealMode 0x8032A60
StartEfxHpBarLive 0x80451E0
DisplayActiveUnitEffectRange 0x801B49C
ShrinkPlayerUnitList 0x802B784
loadBaseKaiten 0x8048574
Menu_HandleDirectionInputs 0x8041CCC
TorchTargetPosSelect_Init 0x80726CC
ActionDrop 0x802A188
LoadNewUIPal 0x8041284
LoadNewUIPal 0x80412DC
Load6CRangeDisplaySquareGfx 0x801BD38
GetConvoyItemSlot 0x8029764
HideUnitSMS 0x8022A38
SioMenu_8048168 0x803B9F0
AiScriptCmd_00_ConditionalGoto 0x8030E74
Menu_TextBoxIdle 0x8041F54
Menu_804F5B4 0x8065CF4
StartEfxHpBarResire 0x8044D4C
EndTargetSelection 0x80422DC
LoadGeneralGameMetadata 0x80842E8
SwitchAISFrameDataFromBARoundType 0x804B5E0
RegisterChapterTimeAndTurnCount 0x8084908
AiScriptCompare 0x802F2E8
ekrBattle_80509A8 0x804312C
Text_AppendDecNumber 0x8005E78
GetBattleUnitStaffExp 0x8025940
AiDecisionMaker_HealEscape 0x802EB20
Text_AppendStringAscii 0x80064B4
PlayerPhase_ApplyUnitMovement 0x801BAF0
UpdateBallistaUsesFromBattle 0x8025748
AiFillMovementMapForUnit 0x8030CBC
ArenaCommandEffect 0x80203EC
modifyPassword 0x80832A0
AiScriptCmd_0C_MoveTowardsSetPoint 0x80313AC
MoveCursor_AppendFromMoveBuffer 0x802AA0C
AiScriptCmd_03_Goto 0x8030FB8
FinishUpItemBattle 0x8025ED0
EnsureCameraOntoActiveUnitPosition 0x801B9CC
Teono 0x804D30C
CheckForLevelUpCaps 0x80253CC
DebugMenu_ClearIdle 0x801A9A8
GetUnitItemSlot 0x8016D08
Loop6C_efxDarkbreath 0x804EA4C
DrawSpecialUiChar 0x8006E74
Menu_HelpBoxIdle 0x8041EC4
ekrBattle_Init 0x8042784
TargetSelection_HandleMoveInput 0x8042310
getAnimationIDForPaletteGroup 0x804AFFC
CpPerform_PerformEscape 0x802EEE0
StartBlockingProc 0x8011A90
Text_AppendNumberOr2Dashes 0x806BE00
GetSomeFacingDirection 0x801C160
BKSEL_Display 0x802DE60
StartEfxHitQuake 0x80462BC
MapMain_SwitchPhases 0x80159F0
GetWRankLevel 0x8016B24
EnsureNoUnitStatCapOverflow 0x80179EC
AiBattleGetAlliesAroundWeight 0x803239C
AiDecisionMaker_SpecialItems 0x802EBD0
Decompress 0x8013CA4
CpPerform_MoveCameraOntoUnit 0x802ECC8
Loop6C_GENS 0x8016140
GetUnitSupportingUnit 0x8022AA8
DrawLotsaText 0x806EB00
SpriteJumpAnimation_Loop 0x802A514
Loop6C_MoveLimitView 0x801BF68
TargetSelection_Loop 0x8042194
LoadNewUIImage 0x80412B0
ekrDispUP_Loop 0x8044284
UnitDrop 0x8017B4C
WarpTargetPosSelect_Loop 0x8023A08
ActiveBattleUnitAdd10Exp 0x80259A0
FillMapStaffRangeForUnit 0x801A3C0
Loop6C_efxIvaldiBG3 0x80522D0
CouldUnitUseAnyWeapon 0x8029FE0
MoveCursor_CutPath 0x802A874
AiBattleGetWeight_803E068 0x8032440
ekrBattleEnding_8056288 0x8048354
EfxResire_Main 0x805089C
GetNewPlaythroughId 0x8084E18
SetupSubjectBattleUnitForStaff 0x8025D7C
Loop6C_efxDummymagic 0x804D280
NewEkrLevelup 0x805D5B0
Fimbulvetr 0x804F600
SioMain_8041DC4 0x80358DC
DrawItemMenuCommand 0x8016694
InitChapterMap 0x8018688
HandlePlayerCursorMovement 0x801B04C
AiAreEnemiesWithin3Tiles 0x802FE84
Loop6C_efxMagicQUAKE 0x804D088
IncreaseUnitStatsByLevelCount 0x8017854
MoveBattleCameraOnto 0x8045C90
LoadDialogueBoxGfx 0x8070E70
EkrBattle_BattleQuoteWait 0x8042908
GetPlayerStartCursorPosition 0x801C3E0
CanUnitWieldStaff 0x8016644
GetAllegienceId 0x804A500
ekrBattle_StartMainAnimations 0x8042C0C
TryAddUnitToSilenceTargetList 0x8021820
TryAddUnitToSleepTargetList 0x802186C
TryAddUnitToBerzerkTargetList 0x80218B8
StartEfxFlashHPBar 0x804695C
UnitAddItem 0x80174AC
DebugMapMenu_DisplayInfoIdle 0x801A7D4
CountDownTraps 0x80271FC
FindFreeFaceSlot 0x8092854
GetUnitItemCount 0x8017520
PrepareTargetSelectionForMineAndLightRune 0x8023C50
Menu_Idle 0x8041BD8
MakeBattleRound 0x8024BBC
SetupWarpTargetSelection 0x8023BE0
StartBattleAnimHitEffects 0x8047620
SetupHammerneUseSelection 0x8023CFC
IsTerrainIdInList 0x802F798
MakeItem 0x801650C
AiIsUnitAtPositionDifferentAllegiance 0x8033380
BattleApplyWeaponTriangle 0x8025A90
StartMenuExt 0x8041844
IsWeaponMagic 0x8029A88
CpDecide_Suspend 0x802E8E0
StartStatScreen 0x80702BC
SioMenu_8047D88 0x803B5A0
SioMenu_8047B34 0x803B31C
NewTorchStaffSelection 0x806DE20
GetConvoyItemCount 0x80296F4
MapEventEngineExists 0x801C3C8
ExecSelfDamage 0x802CC80
EvCheck0A_SHOP 0x806AB74
IsBallista 0x804BE4C
FindProc 0x8092854
EvCheck05_LOCA 0x806AA40
LoadGame 0x80851B4
GetSupportLevelBySupportIndex 0x8022AF0
AiArePointsWithinDistance 0x803081C
BWL_GetTotalBattles 0x8084CD8
StaffCommandEffect 0x801FE30
GetSpellAnimationStartFrame 0x8047C28
UpdateBattleTriangleAttackData 0x8024DF0
GetUnitMiniPortraitId 0x8018500
StealCommandEffect 0x8020488
EndMenu 0x80419CC
GetNextChapterWinDataEntryIndex 0x80848DC
GetItemAfterUse 0x8016928
IsItemCoveringRange 0x80169BC
GetItemHealthBonus 0x80163F4
GetItemPowerBonus 0x801641C
GetItemSkillBonus 0x8016444
GetItemSpeedBonus 0x801646C
GetItemDefenseBonus 0x8016494
GetItemResistanceBonus 0x80164BC
GetItemLuckBonus 0x80164E4
IsItemStealable 0x8016D34
IsBatteRoundTypeAMiss 0x804B6D8
DebugChargeMenu_Idle 0x801AF78
ekrBattleEnding_8056390 0x8048470
LoadSuspendedGame 0x80858E4
EventC5_ 0x800D928
InitLeftAIS 0x804B37C
InitRightAIS 0x804B4C0
AiIsUnitScriptCharAndEnemyWithActiveUnit 0x8031118
AiIsUnitScriptClassAndEnemyWithActiveUnit 0x8031158
StartEndEfxSpellCast 0x8047358
SaveClearedBWLAndChapterWinData 0x8084798
GetSupportBonusEntryPtr 0x8022DB4
AiGetBestItemSlotIndexToSteal 0x8030230
Roll2RNIfBattleStarted 0x80243CC
SetupBackgroundForWeatherMaybe 0x8015AD0
MoveCursor_GetPointIndexForPosition 0x802A99C
ComputeExpFromBattle 0x8025880
SetUnitNewStatus 0x801743C
ekrBattleStarting_8055DF4 0x8047ED4
AiSomethingCheckPick 0x802FA58
AdjustArenaOpponentPower 0x8029DE4
GenerateMovementInstructionsToPoint 0x8019600
AiTryDoSpecialItems 0x8034AC8
RollRNIfBattleStarted 0x80243A0
CheckEventDefinition 0x806A8CC
LoadChapterTitleGfx 0x8070D08
GetItemIconId 0x80172D8
BattleUnit_DidWeaponBreak 0x80260B0
ShowUnitSMS 0x8022A5C
GetUnitStartingSupportValue 0x8022C10
SioMenu_8047C60 0x803B45C
SetFont 0x8005768
GetClassData 0x8018620
OnSerialCommunication 0x80354F0
BattleAnimationAISInit 0x804B324
BWL_GetTotalExpGained 0x8084CFC
GetUnitLeader 0x8018528
CheckLocalEventId 0x806B8FC
ClearLocalEvents 0x806B970
GetUnitMapSpritePaletteIndex 0x8022064
SALLYCURSOR6C_StartUnitSwap 0x806C998
MU_FogBumpFx_DisplayLoop 0x80603C4
AiTryDoOffensiveAction 0x8031900
ClearGlobalTriggerState 0x806BA34
MU_FogBumpFx_TransitionInLoop 0x80602E0
AiGetClosestUnitPosition 0x802F4C8
SleepCallback6C 0x8054EDC
MakeTerrainHealTargetList 0x80213B0
FindClosestBestPosition 0x8030654
BattleCheckDoubling 0x8024B40
GetBgControlBuffer 0x8001264
MarkSomethingInMenu 0x8041FF8
BG0Shaker_Loop 0x8068628
CheckForLevelUp 0x8025104
MapAnim_Cleanup 0x80619B0
MU_StepSound_OnSecondSound 0x805FE9C
NewGoldGotPopup 0x800DB38
MapAnimLevelUp_DrawActorStat 0x8067720
Sound_SongVolumeTransitionAProc_Loop 0x800324C
String_CopyTo 0x8013C18
MU_IsFogBumpFxActive 0x8060408
LoadUnitStats 0x80176E4
GetUnitEffectiveLevel 0x8025790
GetItemWType 0x8017174
StartEfxHpBar 0x80449F4
GetChapterDefinition 0x802BB0C
Dialogue_SetCharacterDisplayDelay 0x80093AC
GetCharacterData 0x801863C
AreAllegiancesEqual 0x8020A18
AddPartyGoldAmount 0x8020A7C
Sound_FadeOut_80023E0 0x80030B4
Roll2RN 0x8000E5C
ComputeHit 0x80249D0
MU_State_WaitForFogBump 0x806042C
GetUnitStandingSpriteDataFlagThing 0x8022A6C
Menu_UpdateMovingCursorGfxPosition 0x8042070
MapMain_UpdateUnitStatus 0x8017FAC
EventCC_ 0x801F310
AiTryDoSteal 0x8031F24
MakeBattlePopupTileMapFromTSA 0x805F198
GetUnitStaffRangeMask_0 0x8016F00
BattleForecase_SetupLabelText 0x802D6F4
MapAnimProc_DisplayRoundSpecialAnims 0x8061B30
CopyToPaletteBuffer 0x800105C
IncrementGameClock 0x8000F20
BattleUnit_ShouldDisplayWpnBroke 0x80618D4
ArenaCommandUsability 0x802039C
CheckForTriangleAttack 0x8024C50
BattleUnit_ShouldDisplayWRankUp 0x8061964
ekrBattleEnding_8056310 0x80483E0
TryMakeCantoUnit 0x801B90C
IsItemUsable 0x8016BD8
MakeBattle 0x8024AB4
MU_DeathFade_OnLoop 0x8061014
CanUseTorch 0x802368C
Menu_DrawHoverThing 0x8041B7C
MakeTargetListForPick 0x803E944
MapAnimProc_PrepareNextRound 0x8061AC8
IsCharacterForceDeployed 0x806BF14
SetBgPosition 0x80019DC
RunCharacterEvents 0x802A68C
MapAnimExpBar_FillLoop 0x80635E0
UpdateKeyStatus 0x8011F70
GetBgLocalTileIndex 0x80012E8
GetBattleAnimRoundTypeFlags 0x804A57C
MapAnimLevelUpProc_DisplayLevelUpSmallText 0x8068338
LoadPhaseIntroGraphics 0x801D43C
CheckForCharacterEvents 0x806B43C
EvCheck07_CHES 0x8031088
AiBattleGetTileDangerWeight 0x80324EC
GetUnitFogViewRange 0x8017410
AiBattleGetTargetHpWeight 0x8032378
AiBattleGetSubjectHpWeight 0x8032524
AddAsTarget_IfCanStealFrom 0x802156C
_InsertMainProc 0x8003CA8
_InsertChildProc 0x8003CF4
MapAnimProc_DisplayWpnBrokePopup 0x8061878
MapAnimProc_DisplayWRankUpPopup 0x8061908
AreAllegiancesAllied 0x8020A04
__negsf2 0x801BC68
MU_StartDeathFade 0x802CB78
SetSramFastFunc 0x809DE04
CanUseStatBooster 0x80237F4
LoadSavedUnit 0x80855C4
CallEventDefinition 0x8084AEC
Menu_Draw 0x8041A88
ClearRounds 0x8024A88
InitPrepScreenUnitsAndCamera 0x8088B40
SaveSuspendedGame 0x80857B0
ekrGauge_Loop 0x80439CC
Roll1RN 0x8000E38
AiTryMoveTowards 0x803046C
SyncRegisteredTiles 0x8002C04
TryAddUnitToRescueTargetList 0x8020ED0
SaveMetadata_Load 0x8084438
RegisterTileGraphics 0x8002B04
SortUnitList 0x8076D3C
CanUseJunaFruit 0x8023620
MapAnim_AdvanceBattleRound 0x80619E8
UnitKakudai2 0x8048BF0
BattleAIS_ExecCommands 0x804A5DC
NextRN 0x8000BC0
PopulateUnitFromDefinition 0x8017654
SpellFx_InterpretBgAnimScript 0x8047BA4
ekrBattle_8050B08 0x8043288
EkrClasschgFinished 0x805C840
DoesEkrLevelUpSomething 0x805D128
SetupMapBattleMUs 0x80622FC
IsBattleDeamonActive 0x80425C4
HasBattleAnimTriangeAttackEnded 0x805E560
DrawMinimugBoxMaybe 0x80728A4
PackUnitStructForSuspend 0x8085A48
GetCurrentPromotedLevelBonus 0x806CC68
ekrBattle_WaitForRoundAnimations 0x8042C74
GetAISLayerId 0x804B6B0
GetAISSubjectId 0x804B6C4
DemoBattleAnimationInit 0x804BB54
EvCheck10_ 0x806AC34
playHitSound 0x805C358
GetBattleAnimRoundType 0x804A554
MU_FogBumpFx_FirstFrame 0x8060228
GetItemUses 0x80171A4
GetItemMaxUses 0x80171C8
GetUnitInfoWindowX 0x802BE24
IsAiTileSafe 0x8032814
BattleCheckBrave 0x8024C2C
HasEkrNamewinAppearEnded 0x8048ED8
DoesBattlePopupExist 0x805F148
Init6C_GENS 0x80160AC
SyncBgs 0x8001478
AiDecisionMaker_AiScript1 0x802EBEC
GetUnitEffectivePowerLevel 0x80257E0
GetLocationEventCommandAt 0x806B028
SioMenu_8047FF8 0x803B830
MakeNextBattleHitRound 0x8024FA8
PrepareBattleGraphicsMaybe 0x8049058
SetBgMapDataOffset 0x8001394
Delete6CIfNotMarkedB 0x805A4B4
LoadUnits 0x8017578
GetROMUnitSupportCount 0x8022A84
GetROMUnitSupportingId 0x8022A94
CanUnitUseSeize 0x802B8A0
ekrBattle_InitMainAnimations 0x8042B74
CheckNextEventDefinition 0x806A920
SetEventId 0x806BA74
UnsetEventId 0x806BA48
GetSaveTargetAddress 0x8084560
MapAnimProc_DisplayDeathFade 0x8061C8C
Event43_ 0x80135C8
loadResireBG2 0x8050A70
CpPerform_EscapeWait 0x802F244
MapAnimLevelUp_GetActorStatUp 0x80677A8
MarkSomethingInMenu 0x8041FD8
MU_SetDefaultFacing_Auto 0x805FC54
MapAnimProc_DisplayItemStealingPopup 0x8061838
MapAnim_WaitForHPToEndChangingMaybe 0x8069504
SetInterrupt_LCDVCountMatch 0x8001610
_EndProc 0x8004230
AiScriptCmd_17_DoEscape 0x8031764
SioReady 0x8035880
MU_SetDefaultFacing 0x805FC18
DialogueMain_OnEnd 0x800AC30
DeleteEventEngines 0x8092E94
WarpTargetPosSelect_Init 0x8023954
MU_StepSound_OnFirstSound 0x805FE78
MapAnimProc_StartRoundAnimProc 0x8061B10
MapAnimUi_Clear 0x8062D64
MapAnim_MoveCameraOnWarpTarget 0x8069028
MapAnim_WarpTargetWarpRing 0x80698E4
MapAnim_TargetUnitFlashOut 0x80699A4
EvCheck08_DOOR 0x806AAA0
EvCheck09_ 0x806AAEC
SyncLCDControl 0x80010CC
SetBgTileDataOffset 0x8001350
SetBgScreenSize 0x80013F8
SetPrimaryHBlankCallback 0x8002A28
SetSecondaryHBlankCallback 0x8002A48
InitOAMSplice 0x8002CB8
Sound_PlaySongSmooth 0x8003210
Sound_PlaySongSmoothExt 0x800322C
CancelPlaySongDelayed 0x8006C3C
StartGameOverEvent 0x80127B0
StoreAddedAffinityBonusesForSupportLevel 0x8022DD4
AiExecAi1 0x8030CE8
AiExecAi2 0x8030D78
ClearGameLinkArenaBit 0x8036974
StartTargetSelectionExt 0x80422CC
GetSpellAssocReturnBool 0x805F7B4
GetSpellAssocFlashColor 0x805F7D4
MU_End 0x809B36C
MapAnim_AnimateSubjectIdle 0x8068A74
MapAnim_SubjectResetAnim 0x8068AA8
MapAnim_BeginSubjectFastAnim 0x8068C84
MapAnimProc_PoisonEffectOnDefender 0x8069530
MapAnim_TargetUnitFlashIn 0x80699D8
MapAnim_TargetHide 0x8069A0C
MapAnim_TargetShow 0x8069B3C
FillBgMap 0x8001550
RegisterBlankTile 0x8001580
RegisterAISSheetGraphics 0x804AFA0
loadHazymoonBG2 0x80539C4
StartEfxPierceCriticalEffect 0x8056B08
normalEffect 0x8056C3C
MU_PlayStepSfx 0x80990E4
MU_EndAll 0x8067AF0
MU_EndInternal 0x8098490
MU_AllDisable 0x806094C
MU_AllEnable 0x806095C
MapAnim_EndBattleInfoBox 0x806DC38
BXR8 0x809DF30
_APProc_OnDelete 0x8013258
MapMain_Suspend 0x8015AB8
PlayerPhase_Suspend 0x801B034
spellTeyari2 0x804D81C
spellTeyari4 0x804D8D4
StartSpellAnimJavelin 0x804D930
spellTeyari6 0x804D98C
spellTeyari7 0x804D9E8
spellTeyari8 0x804DA44
StartSpellAnimFimbulvetr 0x80503BC
spellLightning 0x8050860
spellForblaze 0x8050DE0
spellFortify 0x8055234
spellGreenFortify 0x8055264
StartSpellAnimDivine 0x8052090
spellFenrir 0x80529EC
spellHammarne 0x80556BC
New6C_SIOMAIN2 0x8087BC4
SuspendCommand 0x8098798
UnitKakudai1 0x8048A64
_UpdateKeyStatus 0x8001734
MoveCursor_8032DA0 0x802AC20
battleAnimationInit 0x804B048
battleAnimationOAMInfoHandler 0x805BB24
MapAnimLevelUp_GetActorStatBase 0x8067920
handleWeaponEffect 0x8024E68
calculateBattleDamage 0x8024D60
transformateBattleAnimation 0x804A528
StealItemMenuCommand_Draw 0x80205EC
MapAnimLevelUpProc_StartMusicThingy 0x8068318
readRNFromWRAMToIRAM 0x8000D54
getPlayTime 0x8000EEC
setPlayTime 0x8000F04
SetBGMapSyncFlag 0x8000FD4
EnableBGMapSync 0x8000FF0
EnablePaletteSync 0x8001034
DisablePaletteSync 0x8001048
GetBackgroundTileDataOffset 0x80012B4
BG_GetMapBuffer 0x8002818
RegisterFillTile 0x8002B88
SetOBJAttribute 0x8002E14
FillRangeMap 0x801A564
AddUnitToTargetListIfAllied 0x8020D44
huffmanDecompressText 0x800384C
loadNoDamage 0x804536C
StartEfxFlashUnit 0x8046C14
SaveConvoyItems 0x80846B8
LoadConvoyItems 0x80846D0
GameVBlankProc_Loop 0x8028354
spellArrow 0x804DE4C
spellTeyari9 0x804D9E8
spellTeyari10 0x804DA44
spellSong 0x804E5E4
spellLive 0x8054558
spellRelive 0x80546A8
spellExcalibur 0x80556BC
spellLuce 0x8055F24
ekrPopup_DrawWRankUp 0x805F5F8
SoundBiasReset 0x809DD1C
SoundBiasSet 0x809DD24
BXR11 0x809DF3C
BXR12 0x809DF40
SwitchGameplayPhase 0x80159A8
DebugMenu_WeatherIdle 0x801A89C
SetupWeatherGraphics_Maybe 0x8028D38
UpdateWeatherGraphics 0x8028DA8
StartSpellAnimFire 0x804EFB4
StartSpellAnimElfire 0x804EFF8
GetUnitSMSIndex 0x8017454
GetItemRangeString 0x8016A90
SomethingFilterBattleAnimId 0x804A4B8
GetWeaponRangeMask 0x8016DA8
