_start(ARM) 0x8000000
EkrUnitMainMini_OnLoop 0x8054F14
NewEkrTogiEndPROC 0x8055734
NewEkrTogiColor 0x8055808
EndEkrTogiColor 0x805583C
StartSpellAnimDummy 0x80563E0
spellShooter 0x8057284
Loop6C_efxIvaldiBG3 0x8057750
Loop6C_efxIvaldiBG1 0x8057BF4
EfxThunderBGCOL_Main 0x8057F44
Loop6C_efxFireBG 0x8058264
Loop6C_efxIvaldiBG2 0x8058530
loadFimbulvetrOBJ2 0x8058D28
StartSpellAnimPurge 0x805A050
loadHazymoonOBJ3 0x805C13C
Loop6C_efxNaglfarBG2 0x805E038
Loop6C_efxFireBG 0x8057EB0
StartSpellAnimIvaldi 0x8061B68
NewEkrClassChg 0x806824C
StartEkrTriangle 0x806A4BC
FireDragonBGAnimation10 0x80653B0
MU_AllForceSetMaxMoveSpeed 0x800ADB8
EvCheck0F_ 0x80782BC
EndBG3Slider 0x807FA04
Init6CUI2 0x80859B4
MinimalVBlankHandler 0x8086618
StartUnitListMenu 0x808AAF4
StoreConvoyWeaponIconGraphics 0x8095C6C
initPassword 0x809DDE4
SaveGeneralGameMetadataNoChecksum 0x809E598
SaveLocalEventIndexes 0x809E934
SaveGlobalEventIndexes 0x809E954
LoadLocalEventIds 0x809E974
LoadPermanentEids 0x809E99C
LoadBWLEntries 0x809FAA4
LoadChapterDataWinArray 0x809FAD0
SaveBWLEntries 0x809FAEC
SaveChapterWinData 0x809FB10
SaveBonusContentClaimFlags 0x80A0594
LoadBonusContentClaimFlags 0x80A05B0
CopyGameSave 0x80A065C
LoadSavedBonusClaimFlags 0x80A09D4
SaveTrapStructs 0x80A18D8
Make6C_savemenu2 0x80A4E0C
StartSaveDraw 0x80A5C48
_CallDifferedLoop 0x80A92E8
StartSmallBrownNameBoxes 0x80A9B74
EndSmallBrownNameBoxes 0x80A9C88
FadeInOut_Init 0x80AA178
Make6C_opinfo 0x80AEEE4
EndWM 0x80B558C
m4aMPlayContinue 0x80BE6F4
ply_memacc 0x80BF900
_fstat 0x800EB68
UnitSwapAnimationExists 0x80846C0
DanceCommandUsability 0x8022058
TryAddClosedDoorToTargetList 0x8024218
TryAddBridgeToTargetList 0x8024258
_AllocProcState 0x800459C
_FreeProcState 0x80045AC
GotoProcInstruction 0x8004758
_ResetIconGraphics 0x8004CE8
GetIconGfxTileIndex 0x8004D7C
ClearIcon 0x8004E78
ClearSmallStringBuffer 0x800502C
Font_InitDefault 0x80053B0
Font_ResetAllocation 0x8005438
Get2bppTo4bppLookup 0x80058A0
Font_SetDraw1DTileNoClear 0x8005AC0
Text_Init2DLine 0x8005C74
Text_DrawSpecialUiChar 0x80060E0
DrawUiNumber 0x80061D8
DrawUiSmallNumber 0x8006234
DisplayAIS 0x800667C
HiObjInsertSafe 0x80069F4
HiObjInsert 0x8006A34
GetPortraitData 0x8006B20
EndFaceById 0x8006D50
SetFaceDisplayBitsById 0x8006D84
GetFaceDisplayBitsById 0x8006DA0
SetFaceBlinkControlById 0x8007A64
ClearDialogueFlags 0x8008084
SetDialogueFlag 0x8008094
Dialogue_SetActiveFacePosition 0x8008E28
GetTextPauseDurationFromControlCode 0x8009744
SetNextGameActionId 0x8012B48
Popup_Create 0x800AD40
SetSomethingInPaletteBB_2A 0x801362C
SetSomethingInPaletteBB_5A 0x801363C
SetSomethingInPaletteBB_8A 0x8013650
LockGameLogic 0x8015308
UnlockGameLogic 0x8015318
SetCursorMapPosition 0x8015A90
GetItemIndex 0x80171B4
GetItemDescStringIndex 0x801722C
GetItemUseDescTextIndex 0x8017244
GetItemAttributes 0x801727C
GetItemMight 0x80172E0
GetItemHit 0x80172F8
GetItemWeight 0x8017310
GetItemCrit 0x8017328
GetItemWRank 0x80173B8
GetItemStatBonuses 0x80173E8
GetItemWeaponEffect 0x8017424
GetItemUseEffect 0x801743C
GetItemCostPerUse 0x8017454
GetItemWExp 0x8017494
SetUnitStatus 0x8017600
GetUnit 0x8018D0C
GetTerrainHealAmount 0x8019B20
GetTerrainSomething 0x8019B30
MapRangeFillMovementFromPosition 0x8019C50
MapMovementFillMovementFromPosition 0x8019C80
CanUnitsStillSupportThisChapter 0x8026BF0
SimulateBattleBallista 0x80283F0
LoadRawDefense 0x8028AF8
BattleLoadDodge 0x8028D3C
GetBattleUnitPointers 0x8029028
GetBattleHitCount 0x8029114
UpdateBattleStats 0x8029234
NullSomeStuff 0x8029D6C
FillSnagBattleStats 0x802A2D8
GetTrap 0x802C318
InitUnitStack 0x802E8D0
MoveCursor_SetLastCursorPosition 0x802FAB8
ClearAiDecision 0x8034E30
AiSetDecision 0x8034E50
AiUpdateDecision 0x8034E94
AiExecFallbackAi1 0x803760C
AiExecFallbackAi2 0x803769C
AiGetPositionTerrainSafetyWeight 0x8039304
CheckGameLinkArenaBit 0x803DA14
InitTargets 0x804ACE4
AddTarget 0x804ACFC
TargetSelection_GetRealCursorPosition 0x804AD98
GetTarget 0x804B180
EkrGauge_8051180 0x804C44C
EkrGauge_8051190 0x804C45C
EkrGauge_80511A0 0x804C46C
EkrGauge_80511B0 0x804C47C
EkrGauge_80511C0 0x804C48C
EkrGauge_80511D0 0x804C49C
EkrGauge_80511E4 0x804C4B0
EkrGauge_8051208 0x804C4D4
EkrGauge_8051218 0x804C4E4
EkrGauge_8051228 0x804C4F4
EkrDispUP_8051B48 0x804CDE8
SpellFx_Finish 0x804FFFC
StartBattleAnimHitEffectsDefault 0x8050140
getSpecialAnimationEffectInfoState 0x8064A8C
Unset20200AC 0x80676C4
Set20200AC 0x80676D0
GetSpellAssocCharCount 0x806B9EC
GetSpellAssocMapAnimProcScript 0x806BA0C
GetSpellAssocFacing 0x806BA2C
SortUnitList_GetUnitSoloAnimation 0x808B5D4
GetPrepScreenUnitListEntry 0x808DD18
SetPrepScreenUnitListEntry 0x808DD28
GetPrepScreenUnitListSize 0x808DD38
SetPrepScreenUnitListSize 0x808DD48
IsSramWorking 0x809E478
GetSaveDataOffsetPointer 0x809E6D8
GetSaveSourceAddress 0x809E918
GetChapterWinDataEntry 0x809FB24
GetNextSuspendSaveId 0x80A1938
m4a_1 0x80BD850
ld_r3_tp_adr_i_rev 0x80BE438
m4aSoundMain 0x80BE588
m4aSongNumStart 0x80BE594
m4aMPlayFadeOut 0x80BE72C
SoftReset 0x80BFA40
ProcInst04_SetOnEnd 0x8004980
ProcInst0D_GotoPointer 0x8004A60
Event82_EndWM 0x800F418
StartupDebugMenu_ReleaseEntryEffect 0x801BDC0
DebugMenu_GNightEffect 0x801BDCC
MapMenuCommnd_StatusEffect 0x80215C4
HammerneTargetSelection_OnInit 0x8027B60
TradeMenu_802D820 0x802B120
GameVBlankProc_Destructor 0x802D368
SpriteJumpAnimation_ExecAnyTrap 0x802F738
BATTLE_HandleActiveUnitDeath 0x802FA98
BKSEL_Destructor 0x8033C28
FireTrap_StartGfx 0x80342E4
MineTrap_StartGfx 0x80342FC
CpPerform_RideBallistaWait 0x80354D4
CpOrder_End 0x80440AC
ekrBattle_MakePopups 0x804BF70
ExecAllAIS 0x8054EBC
MU_ManualUpdate 0x800ECA4
EvCheck06_VILL 0x807850C
ARM_ClearOAMBuffer(ARM) 0x8000304
ARM_ComputeChecksum32(ARM) 0x8000360
AddUnitToTargetListIfAllied 0x8023C20
TryAddUnitToRescueStaffTargetList 0x8024714
TryAddUnitToWarpTargetList 0x80248D0
ekrBattle_8050224 0x804B620
ekrBattle_8050D88 0x804C058
BattlePopup_Wait16Frames 0x804DC7C
ArrowOBJ 0x805B260
EfxThunderOBJ_Main 0x80630D8
ekrBattleStarting_8055FE8 0x8050DC4
ekrPopup_DrawWRankUp 0x806B5CC
ekrPopup_DrawWRankUp2 0x806B5CC
FireDragonBGAnimation2 0x8064D74
MU_Exists 0x8009FB8
PlaySoundIdA0 0x8040DB0
DoesTCSWrapperExist 0x8009FA0
DoesBMXFADEExist 0x8012514
PlaySoundIdA0 0x80B3BE8
DoesMoveUnitExist 0x80AA26C
StaffCommandUsability 0x802290C
String_ExpandNames 0x8012CBC
CpPerform_MoveCameraOntoTarget 0x8035524
EndEachProc 0x800486C
BreakEachProcLoop 0x8004888
ClearIcons 0x8004CF4
LoadIconPalettes 0x8004D2C
LoadIconPalette 0x8004D44
Text_InitClear 0x8005474
Text_InitDB 0x800549C
Text_Clear 0x80054E0
Text_Advance 0x8005578
GetStringTextCenteredPos 0x80056A8
Font_LoadForUI 0x8005A40
Font_LoadForDialogue 0x8005A80
Text_InsertString 0x8005B18
Text_InsertNumberOr2Dashes 0x8005B3C
Font_InitForObj 0x8005C38
Text_Fill2DLine 0x8005CF8
EndGreenTextColorManager 0x8006018
EndFace 0x8006D30
Dialogue_InitFont 0x8007F64
EndDialogue 0x8008068
NewTextBluArrowAndButtonChecker 0x80092BC
NewDialogueBoxAppearingAnimator 0x800998C
_AP_Load 0x80123C0
_AP_ExecOneFrame 0x80123E4
_AP_Init 0x8012404
APProc_Create 0x801245C
APProc_Delete 0x80124F8
GetGameControl 0x8012B38
RestartGameAndGoto8 0x8012BAC
RestartGameAndGoto12 0x8012BD0
NewPopup_WeaponBroke 0x800EDE0
NewPopup_WRankIncrease 0x800EE28
StartBlockingTimer 0x8014494
SetupFutureCall2 0x8014B34
LoadObjUIGfx 0x8015590
LoadGameCoreGfx 0x80155CC
GetWRankText 0x80169E0
GetItemMinRange 0x801736C
ClearUnit 0x8017508
CopyUnit 0x8017530
SetupActiveUnit 0x80180EC
SetActiveUnit 0x8018164
GetUnitMaxHP 0x8018AB0
GetUnitPower 0x8018AD0
GetUnitDefense 0x8018B70
GetUnitResistance 0x8018B90
GetUnitLuck 0x8018BB8
RemoveUnitItem 0x8018D50
LoadChapterMap 0x8019174
GetSomeTerrainToChangeAtSomePosition 0x80193BC
FillMovementMapForUnit 0x8019BA0
MapMovementFillMovementFromUnit 0x8019C1C
MapFillMovementFromUnitAt 0x8019CB0
HideMoveRangeGraphics 0x801D2D4
Make6CKOIDO 0x801D47C
ChangeActiveUnitFacing 0x801EC10
StartGasTrapEffectGfxMaybe 0x801ED04
NewFireTrapEffectGfx 0x801ED90
StartLightArrowTrapGfx 0x801EF48
ForEachAdjacentUnit 0x8023A74
ForEachAdjacentPosition 0x8023AA8
MakeTargetListForWeapon 0x8023C58
MakeTargetListForSteal 0x8024504
MakeTargetListForRangedHeal 0x80245C0
MakeTargetListForBarrier 0x80246E0
MakeTargetListForWarp 0x8024908
MakeTargetListForHammerne 0x80249C8
CanUseDoorKey 0x8027390
CanOpenBridge 0x80273A4
EndItemEffectSelectionThing 0x802764C
PrepareTargetSelectionForRescueStaff 0x8027698
SetupTargetSelectionForGenericStaff 0x80276D8
PrepareTargetSelectionForRestoreStaff 0x8027CF8
PrepareTargetSelectionForOffensiveStaff 0x8027DD0
CopyUnitToBattleStructRawStats 0x80286B8
SetupBattleBallistaWeaponData 0x802896C
FillPreBattleStats 0x80289B0
FillBattleStats 0x80289FC
SetupTargetBattleUnitForStaff 0x802A560
AddToTargetListFromPos 0x802BEA0
SetupGameVBlankProc_TileAnimations 0x802D324
StartGameVBlankProc 0x802D380
EndGameVBlankProc 0x802D3A4
SetupWeather 0x802DEA8
GetTextSpeed 0x802DEC0
LoadGameCoreGfx2 0x802E338
ReloadGameCoreGraphics 0x802E368
EndBMAPMAIN 0x802E3B0
SetTacticianName 0x802E6EC
ClearConvoyItems 0x802E708
PushUnit 0x802E8EC
PrepareArena 0x802EA80
PrepareArena2 0x802EA9C
StoreRNStateToActionStruct 0x802F1F8
LoadRNStateFromActionStruct 0x802F208
MoveCursor_FillMovementMapForEndPoint 0x802FE08
MoveCursor_RecomputePath 0x802FE4C
EndBottomHelpText 0x803279C
DrawUnitNameForBattleForecast 0x8033460
RideBallista 0x8034770
StartAiTargetCursor 0x80350E4
AiRefreshMap 0x803523C
AiFillUnitStandingRangeWithWeapon 0x8038964
AiGetTileWeightForAttack 0x8038F38
GetUnitAttackAndWeapon 0x8039D48
InitAiMoveMapForUnit 0x803BEA0
AiMapRangeFillMovementWithPassableWalls 0x803BF60
ClearBG0BG1 0x804A040
LoadNewUIGraphics 0x804A210
StartMenuChild 0x804A254
StartMenu 0x804A270
EndAllMenus 0x804A490
MenuCallHelpBox 0x804AA34
GetLinkedTargetList 0x804B14C
StartEkrBattleDeamon 0x804B1AC
EndEkrGauge 0x804C438
StartEkrDispUP 0x804CD64
StartEfxDeadEVTENT 0x804E018
StartEfxDead 0x804E1F4
StartEfxFlashBG 0x804EFDC
StartEfxHPBarColorChange 0x804F37C
SpellFx_ClearBG1Position 0x8050008
SpellFx_ClearBG1 0x8050018
SpellFx_RegisterObjGfx 0x80505C8
SpellFx_RegisterObjPal 0x80505F0
SpellFx_RegisterBgGfx 0x805060C
SpellFx_RegisterBgPal 0x8050634
StartEkrBattleStarting 0x8050AAC
StartEkrChienCHR 0x8053F4C
GetOpponentFrontAIS 0x80547A8
GetAISNextBattleAnimRoundType 0x80547E4
GetAISCurrentRoundType 0x8054804
BeginAnimsOnBattle_Arena 0x8055570
NewEkrTogiInitPROC 0x80555AC
loadResireRST5 0x80558BC
loadRestWINH1 0x8055E14
loadALPHA 0x8055F08
StartSpellThing_MagicQuake 0x80561D0
loadArrowOBJ 0x80568A0
StartEfxThunderBGCOL 0x8058228
StartEfxThunderOBJ 0x80582B0
loadFireBG 0x80584D0
StartSubSpell_efxElfireBGCOL 0x8058810
loadFimbulvetrOBJ 0x8058C94
loadResireRST3 0x8059DAC
loadHazymoonBG3 0x805BEC0
StartEfxDamagaMojiEffect 0x8062480
StartEfxChillEffect 0x80639C8
GetOtherRN_N 0x80672E8
StartEkrsubAnimeEmulator 0x8067300
PlaySFX 0x80681E4
EndEkrClasschg 0x8068238
EndEkrLevelUp 0x8068B14
StartEkrPegasusKnight 0x806A6E4
BeginAnimsOnBattle_Hensei 0x806B7A8
NewEkrHenseiInitPROC 0x806B7E4
StartHelpTextBubble 0x8081C94
Delete6CMenuScroll 0x809047C
Make6CMenuScroll 0x8090490
SaveGeneralGameMetadata 0x809E570
SaveBonusContentData 0x809F190
StoreSomeUnitSetFlags 0x80A00FC
SaveMetadata_CheckId 0x80A09A0
LoadSavedChapterState 0x80A09B4
LoadSuspendedChapterState 0x80A13D8
ComputeSaveChecksum 0x80A1970
SaveMetadata_ComputeChecksum 0x80A19BC
loadGradientPalette 0x80AA92C
SetBonusContentClaimed 0x80ACE34
ClearChain 0x80BE8E8
Clear64byte 0x80BE8FC
MarkProc 0x8004760
SetPopupNumber 0x800AD34
.gcc2_compiled._6 0x8050808
GetGlobalEventIdStorageSize 0x807992C
SVC_Sqrt 0x80BFA68
GetCameraMovementSpeedMaybe 0x8084730
SetProcEndHandler 0x8004768
GetLocalEventIdStorageSize 0x8079938
BreakProcLoop 0x80046A0
nullsub_83 0x8004BCC
Text_GetXCursor 0x8005570
Text_SetXCursor 0x8005574
Text_SetColorId 0x8005580
Text_GetColorId 0x8005584
Text_SetParameters 0x8005588
GetFaceDisplayBits 0x8006D9C
GetLastDialoguePromptResult 0x8009FD0
SetPopupItem 0x800AD28
GetNoCompDataSize 0x80131A8
GetPaletteFadeBuffer 0x8013624
GetGameLogicLock 0x8015328
nullsub_84 0x8019450
SetSubjectMap 0x801B190
GetCurrentMovCostTable 0x801B1DC
nullsub_11 0x802A490
nullsub_12 0x802D93C
GetTacticianNameString 0x802E6E4
GetConvoyItemArray 0x802E700
ShouldAiNotBattle 0x8038FA0
GetTargetListSize 0x804B174
.gcc2_compiled._5 0x804B1A0
SetBattleAnimArenaFlag 0x80554E4
GetBattleAnimArenaFlag 0x80554F0
Get20200AC 0x80676DC
nullsub_18 0x806A4B8
GetGlobalEventIdStorage 0x8079924
GetLocalEventIdStorage 0x8079930
GetSomeUnitId 0x807FA14
.gcc2_compiled._17 0x809B040
GetBonusContentClaimFlags 0x80A057C
SetBonusContentClaimFlags 0x80A0588
nullsub_88 0x80BDC82
nullsub_89 0x80BE158
BgAffineSet 0x80BFA08
CpuFastSet 0x80BFA0C
CpuSet 0x80BFA10
Div 0x80BFA14
Mod 0x80BFA18
LZ77UnCompVram 0x80BFA24
LZ77UnCompWram 0x80BFA28
SVC_Multiboot 0x80BFA2C
ObjAffineSet 0x80BFA34
VBlankIntrWait 0x80BFA6C
BXR1 0x80BFC50
BXR2 0x80BFC54
BXR3 0x80BFC58
BXR4 0x80BFC5C
BXR5 0x80BFC60
BXR6 0x80BFC64
BXR7 0x80BFC68
BXR9 0x80BFC70
BXR10 0x80BFC74
nullsub_1 0x80BFD1C
SetupOAMSpliceForWeather 0x802D424
ProcInst01_SetName 0x80048E8
ProcInst03_SetOnCycle 0x8004970
ProcInst0B_Nop 0x8004A54
ProcInst13_Nop2 0x8004AD8
ProcInst15_Nop3 0x8004B60
GameControl_GetChapterIdToProc 0x8012AE0
GameControl_GetChapterIdFromProc 0x8012AF0
StartFadeInBlackMedium 0x8013F98
StartFadeInBlackSlow 0x8013FA4
StartFadeInBlackFast 0x8013FB0
StartFadeOutBlackMedium 0x8013FBC
StartFadeOutBlackFast 0x8013FD4
EffectWait 0x8021644
ResetMapSpriteHoverTimer 0x8025F9C
AiScriptCmd_06_DoNothing 0x8037B70
AiScriptCmd_0E_DoNothing 0x8037D84
AiScriptCmd_14_DoNothing 0x803800C
AiScriptCmd_15_DoNothing 0x8038014
ekrBattle_80503EC 0x804B7DC
ply_prio 0x80BDDB0
ply_keysh 0x80BDDD0
ply_vol 0x80BDE14
ply_pan 0x80BDE28
ply_bend 0x80BDE3C
ply_bendr 0x80BDE50
ply_lfodl 0x80BDE64
ply_tune 0x80BDE88
ply_xtype 0x80BF95C
ply_xatta 0x80BF970
ply_xdeca 0x80BF984
ply_xsust 0x80BF998
ply_xrele 0x80BF9AC
ply_xiecv 0x80BF9C0
ply_xswee 0x80BF9CC
ply_xcmd_0C 0x80BF9D8
ply_xcmd_0D 0x80BF9EC
SendToConvoyMenu_Draw 0x801D950
RescueSelection_OnSelect 0x8021808
TakeSelection_OnSelect 0x80219EC
GiveSelection_OnSelect 0x802199C
StaffItemSelect_TextDraw 0x8022ABC
TradeTargetSelection_OnInit 0x8023310
StealTargetSelection_OnInit 0x8023424
RescueSelection_OnConstruction 0x8023424
MakeTargetListForRescueStaff 0x8024880
MakeTargetListForBerserk 0x80248A8
MakeTargetListForDanceRing 0x8024B64
AiScriptCmd_09_DoStaffAction 0x8037C28
AiScriptCmd_0A_DoStaffAction 0x8037C44
AiScriptCmd_0B_DoStaffAction 0x8037C60
MenuCallHelp 0x804A9D4
StartSpellAnimArrow 0x8057D9C
spellTeyari1 0x8056994
spellTeyari3 0x8056A4C
StartSpellAnimHeal 0x805CE88
StartSpellAnimSleep 0x8058950
StartSpellAnimHammerne 0x805940C
StartSpellAnimBerserk 0x80598A8
spellThunderstorm 0x805B290
StartSpellAnimLuna 0x805BBF0
spellSilence 0x805F400
spellRingThor 0x8062300
spellRingNini 0x806233C
spellRingSet 0x8062378
StartSpellAnimAura 0x805FDBC
spellShine 0x805743C
StartSpellAnimEvilEye 0x805779C
StartSpellAnimNaglfar 0x8058044
StartSpellAnimFireBreath 0x805713C
StartSpellAnimDarkBreath 0x8057938
spellIcebreath 0x8059E24
spellThunder 0x805A3F0
StartSpellAnimCrimsonEye 0x805AE90
loadFireDragonBattleAnimationBG 0x8064C10
FireDragonBGAnimation15 0x8065530
MU_CritFlash_Init 0x802ACAC
MU_ForceSetMaxMoveSpeed 0x8068538
MU_AllForceSetMaxMoveSpeed_ 0x8055E24
_InitFontForUIDefault 0x800ADD0
MapAnimLevelUpProc_ClearLevelUpSmallText 0x802327C
NewBG0Shaker 0x807A4C8
UnitKakudai3 0x8062A0C
BG0Shaker_Init 0x807A764
StartGameOver 0x802B7EC
setSpecialAnimationEffectInfoState4 0x8064C40
GmapUnit_Destruct 0x807B178
GmapScreen2_Destruct 0x807E67C
NewMapMU 0x80B90AC
CgbModVol 0x80BF060
NewFace2 0x8007BCC
AiFindUnitSafestTileToMoveTo 0x8036900
SioVSync_8041C1C 0x803C79C
RefreshUnitMapAndVision 0x8019868
PrintPassword 0x809E094
ProcessSupportGains 0x8026898
CanActiveUnitMove 0x801865C
AiTryDoStaff 0x803AAD8
EfxFire_Main 0x80583C8
AutolevelUnitWeaponRanks 0x8017A1C
BskOrder_Init 0x80349E4
DivineSfxLoop 0x805AECC
GetRescueStaffeePosition 0x802C42C
CanUnitWieldWeapon 0x80161A4
MakeTargetListForLatona 0x80249FC
GenBlueUnitAiStats 0x803715C
GetUnitAiPriority 0x8034B6C
AiUnitGetClosestEscapePointData 0x803993C
DrawTileGraphics 0x8019504
StartScreenMenuScrollingBg 0x807F8D4
MakeTargetListForSupport 0x80240C8
GetUnitArenaWeight 0x802EC18
AiGetActiveUniChestKeyItemSlot 0x8036A8C
loadHazymoonOBJ2 0x805BF94
_DisplayAIS 0x8006850
EfxThunder_Main 0x8058080
WriteFadedPaletteFromArchive 0x8013728
GetUnitDropLocation 0x8017F6C
MakeAiUnitQueue 0x8034BE4
AiUnitTryHealSelf 0x80397DC
CpDecide_Main 0x8034D30
AiDecisionMaker_AiScript2 0x8035044
NameSelect_8045108 0x803FA3C
SomeBattlePlaySound_8071990 0x80675C8
ProcessUnitMovement 0x801A044
MakePoisonDamageTargetList 0x80243BC
GetPhaseAbleUnitCount 0x8023810
DialogueSkipInputListener_OnLoop 0x8008130
AiTargetCursor_Main 0x80350A0
ExecTrap 0x8034434
shooter 0x80572D4
BeginBattleAnimations 0x802A3B0
ekrBattle_8050940 0x804BC64
DrawBonusItemMenuEntry 0x80ACCF4
ClaimBonusItemMenu_MainLoop 0x80AD1AC
ekrBattle_StartUIPaletteAnimations 0x804B6A8
RideCommandUsability 0x8023498
AiSimulateBattle 0x8038FA4
_AP_Exec 0x8012084
GetArenaBetterItem 0x802EDC4
AdvanceAIS 0x8006688
PrintStringToDBG 0x8005134
PopupProc_Display 0x800AB38
BATTLE_GOTO1_IfNobodyIsDead 0x802F85C
BeginLinkArenaBattle 0x8046F98
StartMenu_AndDoSomethingCommands 0x804AB00
DebugMenu_FogIdle 0x801BD64
LoadBonusContentData 0x809F134
Text_AppendCharAscii 0x8005B9C
TryAddUnitToRestoreTargetList 0x802460C
AiScriptCmd_07_DoStandardActionNoMove 0x8037B78
GetUnitSupportBonuses 0x8026A18
DialogueMain_OnLoop 0x8008218
Menu_HandleSelectInputs 0x804A820
TradeMenu_802D918 0x802B220
HandleCursorMovement 0x80155EC
LoadMapSpritePalettes 0x8024C98
UpdateHandCursor 0x8049F58
TakeUsability 0x8021898
GiveUsability 0x8021900
LoadArenaOpponentStruct 0x802EC88
UpdateMenuItemPanel 0x801DFC0
StartEfxStatusUnit 0x804F698
AiUnitUpdateGetHealMode 0x803975C
StartTradeMenu 0x802B678
EndProc_Private 0x8004528
GetChapterWinPerc 0x80B68C4
StartEfxHpBarLive 0x804DC98
DrawGlyph2DTile 0x8005D48
StartEkrGauge 0x804C1D0
ComputeChapterRankings 0x80B6A74
DisplayActiveUnitEffectRange 0x801C624
ShrinkPlayerUnitList 0x803117C
loadBaseKaiten 0x8051274
GetSomeBallistaItemAt 0x8034710
Menu_HandleDirectionInputs 0x804A73C
TorchTargetPosSelect_Init 0x8027EC8
ActionDrop 0x802F3A4
LoadNewUIPal 0x8049A94
LoadNewUIPal 0x8049AF4
Load6CRangeDisplaySquareGfx 0x801D078
GetConvoyItemSlot 0x802E7E0
HandleMapSpriteCursorHover 0x8025FA8
HideUnitSMS 0x8026574
SioMenu_8048168 0x8042B44
AiScriptCmd_00_ConditionalGoto 0x8037744
PlayerPhase_RangeDisplayIdle 0x801C6C8
Menu_TextBoxIdle 0x804A9E4
Menu_804F5B4 0x804AA68
StartEfxHpBarResire 0x804D86C
EndTargetSelection 0x804AF00
InitMinimugBoxMaybe 0x8085110
TryAddUnitToDanceRingTargetList 0x8024C24
TradeMenu_802D980 0x802B288
LoadGeneralGameMetadata 0x809E4F0
SwitchAISFrameDataFromBARoundType 0x8054594
Dialogue_InitGfx 0x8007DF8
RegisterChapterTimeAndTurnCount 0x809FBD4
AiScriptCompare 0x8035838
ExecProc_Private 0x8004634
ekrBattle_80509A8 0x804BCD0
GetItemWRankLevelString 0x801697C
GetWonChapterCount 0x809FB70
Text_AppendDecNumber 0x800578C
GetBattleUnitStaffExp 0x8029FF8
GetUnitSelectionValueThing 0x801CE6C
AiDecisionMaker_HealEscape 0x8034F40
HandleItemExpGain 0x8029F7C
Text_AppendStringAscii 0x8005B60
PlayerPhase_ApplyUnitMovement 0x801CDBC
UpdateBallistaUsesFromBattle 0x8029D38
AiFillMovementMapForUnit 0x803758C
ArenaCommandEffect 0x8022F20
StartProc 0x8004494
TradeMenu_802D834 0x802B134
UpdateAllLightRunes 0x802BC80
modifyPassword 0x809DBD8
AiScriptCmd_0C_MoveTowardsSetPoint 0x8037C7C
GetGameTotalTime 0x809FCB0
MoveCursor_AppendFromMoveBuffer 0x802FC64
AiScriptCmd_03_Goto 0x8037888
FinishUpItemBattle 0x802A5EC
DrawStatScreen 0x808119C
EnsureCameraOntoActiveUnitPosition 0x801CC68
Teono 0x8056490
ClaimBonusItemMenu_Init 0x80ACF5C
RefreshTrapHiddenStates 0x8019A68
PlayerPhase_DisplayDangerZone 0x801C65C
GGM_IsCharacterKnown 0x809EF14
FillRangeMapForDangerZone 0x801B008
_AP_QueueRotScaleData 0x8012174
AttackBallistaCommandUsability 0x80235F8
Arrow 0x80567E8
CheckForLevelUpCaps 0x8029970
DebugMenu_ClearIdle 0x801B814
GetUnitItemSlot 0x8016D0C
AP_SwitchAnimation 0x801225C
_IsolateProc 0x80045F0
Loop6C_efxDarkbreath 0x8057DD4
DrawSpecialUiChar 0x800615C
Menu_HelpBoxIdle 0x804A954
GetBallistaItemAt 0x80346C8
ekrBattle_Init 0x804B3A8
TargetSelection_HandleMoveInput 0x804AF34
GameControl_HandleSelectRightL 0x80125EC
getAnimationIDForPaletteGroup 0x8053FD8
CpPerform_PerformEscape 0x803530C
StartBlockingProc 0x80044F8
Text_AppendNumberOr2Dashes 0x80057D8
TryPrepareEventUnitMovement 0x800C00C
GetSomeFacingDirection 0x801D3DC
BKSEL_Display 0x8033C38
BATTLE_HandleItemDrop 0x802F9C4
StartEfxHitQuake 0x804EAA8
MapMain_SwitchPhases 0x801539C
ChangeUnitAllegiance 0x8017EB8
GetWRankLevel 0x8016948
EnsureNoUnitStatCapOverflow 0x8017C64
AiBattleGetAlliesAroundWeight 0x8039094
ApplyFaceDisplayBitChange 0x8006DB8
EndPrepScreen 0x80311E0
Hazymoon 0x805BC2C
AiDecisionMaker_SpecialItems 0x8034FF0
Decompress 0x8013168
BattleSomethingTrapChangeTerrain 0x802C29C
NullAllLightRunesTerrain 0x802C2DC
CpPerform_MoveCameraOntoUnit 0x8035124
Loop6C_GENS 0x8015B84
GetUnitSupportingUnit 0x802664C
DrawLotsaText 0x807FA48
DestructMoveLimitView 0x801D268
NewGotItemPopup 0x800EEB0
SpriteJumpAnimation_Loop 0x802F690
Loop6C_MoveLimitView 0x801D1E4
TargetSelection_Loop 0x804ADAC
LoadNewUIImage 0x8049AC4
ekrDispUP_Loop 0x804CE50
UnitDrop 0x8017E08
WarpTargetPosSelect_Loop 0x80277CC
ActiveBattleUnitAdd10Exp 0x802A05C
FillMapStaffRangeForUnit 0x801AE10
Loop6C_efxIvaldiBG3 0x805B4D0
CouldUnitUseAnyWeapon 0x802F158
MoveCursor_CutPath 0x802FACC
AiBattleGetWeight_803E068 0x8039138
ekrBattleEnding_8056288 0x8051054
CreateItemStealingPopup 0x800EEF4
EfxResire_Main 0x80598E4
BattleComputeBuffStatus 0x8028EB4
GetNewPlaythroughId 0x80A036C
