_start 0x8000000
NewEkrTogiEndPROC 0x805B278
NewEkrTogiColor 0x805B34C
EndEkrTogiColor 0x805B380
StartSpellAnimDummy 0x805BE90
spellShooter 0x805CD0C
Loop6C_efxIvaldiBG3 0x805D680
Loop6C_efxIvaldiBG1 0x805D328
EfxThunderBGCOL_Main 0x805D9F8
Loop6C_efxFireBG 0x805D680
Loop6C_efxIvaldiBG2 0x806E0D0
loadFimbulvetrOBJ2 0x805E4C4
StartSpellAnimPurge 0x805FAE0
loadHazymoonOBJ3 0x8060790
Loop6C_efxNaglfarBG2 0x805D5EC
Loop6C_efxFireBG 0x805DCC4
StartSpellAnimIvaldi 0x80657D4
NewEkrClassChg 0x8072A14
StartEkrTriangle 0x8074F5C
FireDragonBGAnimation10 0x8076A84
MU_AllForceSetMaxMoveSpeed 0x8079AF8
EvCheck0F_ 0x8083B58
EndBG3Slider 0x8086DBC
Init6CUI2 0x808CE9C
MinimalVBlankHandler 0x808DAE4
StartUnitListMenu 0x80920C4
StoreConvoyWeaponIconGraphics 0x809D2C4
SaveGeneralGameMetadataNoChecksum 0x80A2DD0
SaveLocalEventIndexes 0x80A3130
SaveGlobalEventIndexes 0x80A3150
LoadLocalEventIds 0x80A3170
LoadPermanentEids 0x80A3198
LoadBWLEntries 0x80A421C
LoadChapterDataWinArray 0x80A4248
SaveBWLEntries 0x80A4264
SaveChapterWinData 0x80A4288
SaveBonusContentClaimFlags 0x80A4D40
LoadBonusContentClaimFlags 0x80A4D5C
CopyGameSave 0x80A4E08
LoadSavedBonusClaimFlags 0x80A524C
SaveTrapStructs 0x80A6370
Make6C_savemenu2 0x80AA518
StartSaveDraw 0x80AB300
_CallDifferedLoop 0x80AD2E8
StartSmallBrownNameBoxes 0x80ADB7C
EndSmallBrownNameBoxes 0x80ADC90
FadeInOut_Init 0x80AE18C
Make6C_opinfo 0x80B29F8
EndWM 0x80BA024
m4aMPlayContinue 0x80D035C
ply_memacc 0x80D1568
_fstat 0x80D5B88
UnitSwapAnimationExists 0x801EC48
DanceCommandUsability 0x8023194
TryAddClosedDoorToTargetList 0x8025794
TryAddBridgeToTargetList 0x80257D4
_AllocProcState 0x8002D84
_FreeProcState 0x8002D94
GotoProcInstruction 0x8002F5C
_ResetIconGraphics 0x8003578
GetIconGfxTileIndex 0x8003610
ClearIcon 0x800370C
ClearSmallStringBuffer 0x80038C8
Font_InitDefault 0x8003C94
Font_ResetAllocation 0x8003D20
Get2bppTo4bppLookup 0x8004208
Font_SetDraw1DTileNoClear 0x8004428
Text_Init2DLine 0x80045D8
Text_DrawSpecialUiChar 0x8004A90
DrawUiNumber 0x8004B88
DrawUiSmallNumber 0x8004BE4
DisplayAIS 0x8005034
HiObjInsertSafe 0x80053E8
HiObjInsert 0x8005428
GetPortraitData 0x8005514
EndFaceById 0x8005758
SetFaceDisplayBitsById 0x800578C
GetFaceDisplayBitsById 0x80057A8
SetFaceBlinkControlById 0x8006458
ClearDialogueFlags 0x8006A98
SetDialogueFlag 0x8006AA8
Dialogue_SetActiveFacePosition 0x8007838
GetTextPauseDurationFromControlCode 0x8008198
SetNextGameActionId 0x8009F50
Popup_Create 0x8011474
SetSomethingInPaletteBB_2A 0x8013470
SetSomethingInPaletteBB_5A 0x8013480
SetSomethingInPaletteBB_8A 0x8013494
LockGameLogic 0x8015360
UnlockGameLogic 0x8015370
SetCursorMapPosition 0x8015BBC
GetItemIndex 0x80174EC
GetItemDescStringIndex 0x8017518
GetItemUseDescTextIndex 0x8017530
GetItemAttributes 0x801756C
GetItemMight 0x80175DC
GetItemHit 0x80175F4
GetItemWeight 0x801760C
GetItemCrit 0x8017624
GetItemWRank 0x80176B8
GetItemStatBonuses 0x80176E8
GetItemWeaponEffect 0x8017724
GetItemUseEffect 0x801773C
GetItemCostPerUse 0x8017754
GetItemWExp 0x8017798
SetUnitStatus 0x80178F4
GetUnit 0x8019430
GetTerrainHealAmount 0x801A258
GetTerrainSomething 0x801A268
MapRangeFillMovementFromPosition 0x801A43C
MapMovementFillMovementFromPosition 0x801A46C
CanUnitsStillSupportThisChapter 0x802878C
SimulateBattleBallista 0x802A364
LoadRawDefense 0x802AAA4
BattleLoadDodge 0x802AC54
GetBattleUnitPointers 0x802AF7C
GetBattleHitCount 0x802B080
UpdateBattleStats 0x802B1C4
NullSomeStuff 0x802C334
FillSnagBattleStats 0x802C948
GetTrap 0x802EB8C
InitUnitStack 0x80316C4
MoveCursor_SetLastCursorPosition 0x80329D8
ClearAiDecision 0x8039C00
AiSetDecision 0x8039C20
AiUpdateDecision 0x8039C64
AiExecFallbackAi1 0x803C510
AiExecFallbackAi2 0x803C5A0
AiGetPositionTerrainSafetyWeight 0x803E23C
CheckGameLinkArenaBit 0x8042E98
InitTargets 0x804F8A4
AddTarget 0x804F8BC
TargetSelection_GetRealCursorPosition 0x804F958
GetTarget 0x804FD34
EkrGauge_8051180 0x8051180
EkrGauge_8051190 0x8051190
EkrGauge_80511A0 0x80511A0
EkrGauge_80511B0 0x80511B0
EkrGauge_80511C0 0x80511C0
EkrGauge_80511D0 0x80511D0
EkrGauge_80511E4 0x80511E4
EkrGauge_8051208 0x8051208
EkrGauge_8051218 0x8051218
EkrGauge_8051228 0x8051228
EkrDispUP_8051B48 0x8051B48
SpellFx_Finish 0x805516C
StartBattleAnimHitEffectsDefault 0x8055278
getSpecialAnimationEffectInfoState 0x806FA48
callSpecialAnimationEffectTypeGetter 0x806FA6C
Unset20200AC 0x8071A8C
Set20200AC 0x8071A98
GetSpellAssocCharCount 0x8078248
GetSpellAssocMapAnimProcScript 0x8078268
GetSpellAssocFacing 0x8078288
SortUnitList_GetUnitSoloAnimation 0x8092BE4
GetPrepScreenUnitListEntry 0x8095354
SetPrepScreenUnitListEntry 0x8095364
GetPrepScreenUnitListSize 0x8095374
SetPrepScreenUnitListSize 0x8095384
IsSramWorking 0x80A2CB0
GetSaveDataOffsetPointer 0x80A2ED4
GetSaveSourceAddress 0x80A3114
GetChapterWinDataEntry 0x80A429C
GetNextSuspendSaveId 0x80A63D0
m4a_1 0x80CF4B8
ld_r3_tp_adr_i_rev 0x80D00A0
m4aSoundMain 0x80D01F0
m4aSongNumStart 0x80D01FC
m4aMPlayFadeOut 0x80D0394
SoftReset 0x80D16B0
ProcInst04_SetOnEnd 0x800318C
ProcInst0D_GotoPointer 0x800326C
Event82_EndWM 0x800BE2C
StartupDebugMenu_ReleaseEntryEffect 0x801C4B4
DebugMenu_GNightEffect 0x801C4C0
MapMenuCommnd_StatusEffect 0x8022650
HammerneTargetSelection_OnInit 0x8029A2C
TradeMenu_802D820 0x802D820
GameVBlankProc_Destructor 0x8030138
SpriteJumpAnimation_ExecAnyTrap 0x8032658
BATTLE_HandleActiveUnitDeath 0x80329A0
BKSEL_Destructor 0x8036E1C
FireTrap_StartGfx 0x8037510
MineTrap_StartGfx 0x8037528
CpPerform_RideBallistaWait 0x803A2B8
CpOrder_End 0x8039ABC
ekrBattle_MakePopups 0x8050C90
ExecAllAIS 0x805A9F4
MU_ManualUpdate 0x80784D8
EvCheck06_VILL 0x8083978
ARM_ClearOAMBuffer 0x8000304
ARM_ComputeChecksum32 0x8000360
AddUnitToTargetListIfAllied 0x80256F0
TryAddUnitToRescueStaffTargetList 0x80260A0
TryAddUnitToWarpTargetList 0x802625C
ekrBattle_8050224 0x8050224
ekrBattle_8050D88 0x8050D88
BattlePopup_Wait16Frames 0x8049940
ArrowOBJ 0x8060254
EfxThunderOBJ_Main 0x805DAA4
ekrBattleStarting_8055FE8 0x806FC50
ekrPopup_DrawWRankUp 0x8076088
ekrPopup_DrawWRankUp2 0x80760EC
FireDragonBGAnimation2 0x80765E4
MU_Exists 0x8078720
PlaySoundIdA0 0x807ACD0
DoesTCSWrapperExist 0x80BA054
DoesBMXFADEExist 0x80BFD10
PlaySoundIdA0 0x80C1ADC
DoesMoveUnitExist 0x80C26F0
StaffCommandUsability 0x8023A54
String_ExpandNames 0x800A2A4
CpPerform_MoveCameraOntoTarget 0x803A3C8
EndEachProc 0x8003078
BreakEachProcLoop 0x8003094
ClearIcons 0x8003584
LoadIconPalettes 0x80035BC
LoadIconPalette 0x80035D4
Text_InitClear 0x8003D5C
Text_InitDB 0x8003D84
Text_Clear 0x8003DC8
Text_Advance 0x8003E58
GetStringTextCenteredPos 0x8003F90
Font_LoadForUI 0x80043A8
Font_LoadForDialogue 0x80043E8
Text_InsertString 0x8004480
Text_InsertNumberOr2Dashes 0x80044A4
Font_InitForObj 0x800459C
Text_Fill2DLine 0x80046B4
EndGreenTextColorManager 0x80049D0
EndFace 0x8005738
Dialogue_InitFont 0x8006978
EndDialogue 0x8006A7C
NewTextBluArrowAndButtonChecker 0x8007CD8
NewDialogueBoxAppearingAnimator 0x80083E0
_AP_Load 0x8009674
_AP_ExecOneFrame 0x8009698
_AP_Init 0x80096B8
APProc_Create 0x8009718
APProc_Delete 0x80097B4
GetGameControl 0x8009F40
RestartGameAndGoto8 0x8009F8C
RestartGameAndGoto12 0x8009FB0
NewPopup_WeaponBroke 0x80116E0
NewPopup_WRankIncrease 0x8011704
StartBlockingTimer 0x8014238
SetupFutureCall2 0x80148C8
LoadObjUIGfx 0x8015680
LoadGameCoreGfx 0x80156F4
GetWRankText 0x8016DF8
GetItemNameString 0x80174F4
GetItemMinRange 0x801766C
ClearUnit 0x80177F4
CopyUnit 0x801781C
SetupActiveUnit 0x801865C
SetActiveUnit 0x80186D4
GetUnitMaxHP 0x8019190
GetUnitPower 0x80191B0
GetUnitDefense 0x8019250
GetUnitResistance 0x8019270
GetUnitLuck 0x8019298
RemoveUnitItem 0x8019484
LoadChapterMap 0x80198AC
GetSomeTerrainToChangeAtSomePosition 0x8019AF4
FillMovementMapForUnit 0x801A38C
MapMovementFillMovementFromUnit 0x801A408
MapFillMovementFromUnitAt 0x801A49C
HideMoveRangeGraphics 0x801DACC
Make6CKOIDO 0x801DC7C
ChangeActiveUnitFacing 0x801F50C
StartGasTrapEffectGfxMaybe 0x801F600
NewFireTrapEffectGfx 0x801F68C
StartLightArrowTrapGfx 0x801F844
ForEachAdjacentUnit 0x8024F70
ForEachAdjacentPosition 0x8024FA4
MakeTargetListForWeapon 0x80251B4
MakeTargetListForSteal 0x8025C00
MakeTargetListForRangedHeal 0x8025EB0
MakeTargetListForBarrier 0x802606C
MakeTargetListForWarp 0x8026294
MakeTargetListForHammerne 0x8026354
CanUseDoorKey 0x8029138
CanOpenBridge 0x802914C
EndItemEffectSelectionThing 0x802951C
PrepareTargetSelectionForRescueStaff 0x8029568
SetupTargetSelectionForGenericStaff 0x80295A8
PrepareTargetSelectionForRestoreStaff 0x8029BC8
PrepareTargetSelectionForOffensiveStaff 0x8029CA0
CopyUnitToBattleStructRawStats 0x802A668
SetupBattleBallistaWeaponData 0x802A918
FillPreBattleStats 0x802A95C
FillBattleStats 0x802A9A8
SetupTargetBattleUnitForStaff 0x802CBC8
AddToTargetListFromPos 0x802E6F0
SetupGameVBlankProc_TileAnimations 0x80300F4
StartGameVBlankProc 0x8030150
EndGameVBlankProc 0x8030174
SetupWeather 0x8030C7C
GetTextSpeed 0x8030C94
LoadGameCoreGfx2 0x8031178
ReloadGameCoreGraphics 0x80311A8
EndBMAPMAIN 0x80311F0
SetTacticianName 0x80314EC
ClearConvoyItems 0x8031508
PushUnit 0x80316E0
PrepareArena 0x8031874
PrepareArena2 0x8031890
StoreRNStateToActionStruct 0x8031FEC
LoadRNStateFromActionStruct 0x8031FFC
MoveCursor_FillMovementMapForEndPoint 0x8032D30
MoveCursor_RecomputePath 0x8032D74
EndBottomHelpText 0x8035748
DrawUnitNameForBattleForecast 0x80365E4
RideBallista 0x8037A34
StartAiTargetCursor 0x8039ECC
AiRefreshMap 0x803A024
AiFillUnitStandingRangeWithWeapon 0x803D880
AiGetTileWeightForAttack 0x803DE5C
GetUnitAttackAndWeapon 0x803EC98
InitAiMoveMapForUnit 0x8040E68
AiMapRangeFillMovementWithPassableWalls 0x8040F28
ClearBG0BG1 0x804E884
LoadNewUIGraphics 0x804EB68
StartMenuChild 0x804EBC8
StartMenu 0x804EBE4
EndAllMenus 0x804EF20
MenuCallHelpBox 0x804F580
GetLinkedTargetList 0x804FD00
StartEkrBattleDeamon 0x804FD60
EndEkrGauge 0x805116C
StartEkrDispUP 0x8051AC4
StartEfxDeadEVTENT 0x8052DD4
StartEfxDead 0x8052FAC
StartEfxFlashBG 0x8053F10
StartEfxHPBarColorChange 0x80545C0
SpellFx_ClearBG1Position 0x8055178
SpellFx_ClearBG1 0x8055188
SpellFx_RegisterObjGfx 0x80557D8
SpellFx_RegisterObjPal 0x8055800
SpellFx_RegisterBgGfx 0x805581C
SpellFx_RegisterBgPal 0x8055844
StartEkrBattleStarting 0x8055CDC
StartEkrChienCHR 0x805990C
GetOpponentFrontAIS 0x805A2B4
GetAISNextBattleAnimRoundType 0x805A2F0
GetAISCurrentRoundType 0x805A310
BeginAnimsOnBattle_Arena 0x805B0A8
NewEkrTogiInitPROC 0x805B0F0
loadResireRST5 0x805B400
loadRestWINH1 0x805B93C
loadALPHA 0x805BA1C
StartSpellThing_MagicQuake 0x805BC80
loadArrowOBJ 0x805C358
StartEfxThunderBGCOL 0x805D9BC
StartEfxThunderOBJ 0x805DA44
loadFireBG 0x805DC64
StartSubSpell_efxElfireBGCOL 0x805DFA4
loadFimbulvetrOBJ 0x805E430
loadResireRST3 0x805F838
loadHazymoonBG3 0x8060514
StartEfxDamagaMojiEffect 0x806C61C
StartEfxChillEffect 0x806E014
GetOtherRN_N 0x80716B0
StartEkrsubAnimeEmulator 0x80716C8
PlaySFX 0x80729A4
EndEkrClasschg 0x8072A00
EndEkrLevelUp 0x8073518
StartEkrPegasusKnight 0x8075184
BeginAnimsOnBattle_Hensei 0x8076330
NewEkrHenseiInitPROC 0x807636C
StartHelpTextBubble 0x8089164
Delete6CMenuScroll 0x8097684
Make6CMenuScroll 0x8097698
SaveGeneralGameMetadata 0x80A2DA8
SaveBonusContentData 0x80A3950
StoreSomeUnitSetFlags 0x80A48DC
SaveMetadata_CheckId 0x80A5218
LoadSavedChapterState 0x80A522C
LoadSuspendedChapterState 0x80A5DFC
ComputeSaveChecksum 0x80A6408
SaveMetadata_ComputeChecksum 0x80A6454
loadGradientPalette 0x80AE964
SetBonusContentClaimed 0x80B0A24
ClearChain 0x80D0550
Clear64byte 0x80D0564
MarkProc 0x8002F64
SetPopupNumber 0x8011468
.gcc2_compiled._6 0x8055A28
GetGlobalEventIdStorageSize 0x8083DC8
SVC_Sqrt 0x80D16D8
GetCameraMovementSpeedMaybe 0x808BBCC
SetProcEndHandler 0x8002F6C
MapEventEngineExists 0x8006ED8
GetLocalEventIdStorageSize 0x8083DD4
BreakProcLoop 0x8002E94
nullsub_83 0x80033DC
Text_GetXCursor 0x8003E50
Text_SetXCursor 0x8003E54
Text_SetColorId 0x8003E60
Text_GetColorId 0x8003E64
Text_SetParameters 0x8003E68
GetFaceDisplayBits 0x80057A4
GetLastDialoguePromptResult 0x8008A00
SetPopupItem 0x801145C
GetNoCompDataSize 0x8012F90
GetPaletteFadeBuffer 0x801344C
GetGameLogicLock 0x8015380
nullsub_84 0x8019B88
SetSubjectMap 0x801B998
GetCurrentMovCostTable 0x801B9E4
nullsub_11 0x802CAF8
nullsub_12 0x8030710
GetTacticianNameString 0x80314E4
GetConvoyItemArray 0x8031500
ShouldAiNotBattle 0x803DEC4
GetTargetListSize 0x804FD28
.gcc2_compiled._5 0x804FD54
SetBattleAnimArenaFlag 0x805B01C
GetBattleAnimArenaFlag 0x805B028
Get20200AC 0x8071AA4
nullsub_18 0x8074F58
GetGlobalEventIdStorage 0x8083DC0
GetLocalEventIdStorage 0x8083DCC
GetSomeUnitId 0x8086DCC
.gcc2_compiled._17 0x80A0A94
GetBonusContentClaimFlags 0x80A4D28
SetBonusContentClaimFlags 0x80A4D34
nullsub_88 0x80CF8EA
nullsub_89 0x80CFDC0
BgAffineSet 0x80D1670
CpuFastSet 0x80D1674
CpuSet 0x80D1678
Div 0x80D167C
Mod 0x80D1684
LZ77UnCompVram 0x80D1690
LZ77UnCompWram 0x80D1694
SVC_Multiboot 0x80D1698
ObjAffineSet 0x80D16A0
VBlankIntrWait 0x80D16DC
BXR1 0x80D18C4
BXR2 0x80D18C8
BXR3 0x80D18CC
BXR4 0x80D18D0
BXR5 0x80D18D4
BXR6 0x80D18D8
BXR7 0x80D18DC
BXR9 0x80D18E4
BXR10 0x80D18E8
nullsub_1 0x80D1990
SetupOAMSpliceForWeather 0x80301F4
ProcInst01_SetName 0x80030F4
ProcInst03_SetOnCycle 0x800317C
ProcInst0B_Nop 0x8003260
ProcInst13_Nop2 0x80032E8
ProcInst15_Nop3 0x8003370
GameControl_GetChapterIdToProc 0x8009EDC
GameControl_GetChapterIdFromProc 0x8009EEC
StartFadeInBlackMedium 0x8013D68
StartFadeInBlackSlow 0x8013D74
StartFadeInBlackFast 0x8013D80
StartFadeOutBlackMedium 0x8013D8C
StartFadeOutBlackFast 0x8013DA4
EffectWait 0x8022738
ResetMapSpriteHoverTimer 0x8027A40
AiScriptCmd_06_DoNothing 0x803CA7C
AiScriptCmd_0E_DoNothing 0x803CC90
AiScriptCmd_14_DoNothing 0x803CF18
AiScriptCmd_15_DoNothing 0x803CF20
ekrBattle_80503EC 0x80503EC
ply_prio 0x80CFA18
ply_keysh 0x80CFA38
ply_vol 0x80CFA7C
ply_pan 0x80CFA90
ply_bend 0x80CFAA4
ply_bendr 0x80CFAB8
ply_lfodl 0x80CFACC
ply_tune 0x80CFAF0
ply_xtype 0x80D15C4
ply_xatta 0x80D15D8
ply_xdeca 0x80D15EC
ply_xsust 0x80D1600
ply_xrele 0x80D1614
ply_xiecv 0x80D1628
ply_xswee 0x80D1634
ply_xcmd_0C 0x80D1640
ply_xcmd_0D 0x80D1654
SendToConvoyMenu_Draw 0x801E138
RescueSelection_OnSelect 0x80228FC
TakeSelection_OnSelect 0x8022A90
GiveSelection_OnSelect 0x8022AE0
StaffItemSelect_TextDraw 0x8023C08
TradeTargetSelection_OnInit 0x8024768
StealTargetSelection_OnInit 0x802421C
RescueSelection_OnConstruction 0x802467C
MakeTargetListForRescueStaff 0x80260D8
MakeTargetListForBerserk 0x8026234
MakeTargetListForDanceRing 0x80265E4
BATTLE_DeleteLinkedMOVEUNIT 0x8032860
AiScriptCmd_09_DoStaffAction 0x803CB34
AiScriptCmd_0A_DoStaffAction 0x803CB50
AiScriptCmd_0B_DoStaffAction 0x803CB6C
MenuCallHelp 0x804F520
StartSpellAnimArrow 0x805C264
spellTeyari1 0x805C560
spellTeyari3 0x805C5BC
StartSpellAnimHandAxe 0x805BF08
StartSpellAnimHeal 0x8061024
StartSpellAnimMend 0x8061158
StartSpellAnimSleep 0x8062678
StartSpellAnimHammerne 0x8062998
StartSpellAnimBerserk 0x8062C14
spellThunderstorm 0x8063214
StartSpellAnimLuna 0x8063974
spellSilence 0x8064308
spellRingThor 0x8065634
spellRingNini 0x8065670
spellRingSet 0x80656AC
StartSpellAnimAura 0x8064E74
spellShine 0x8066514
StartSpellAnimEvilEye 0x8067798
StartSpellAnimNaglfar 0x8067B7C
StartSpellAnimFireBreath 0x805D064
StartSpellAnimDarkBreath 0x805D4D0
spellIcebreath 0x806AEF4
spellThunder 0x806B4F8
StartSpellAnimCrimsonEye 0x8069EC4
loadFireDragonBattleAnimationBG 0x80708CC
FireDragonBGAnimation15 0x80768F8
MU_CritFlash_Init 0x80799A0
MU_ForceSetMaxMoveSpeed 0x8079B10
MU_AllForceSetMaxMoveSpeed_ 0x8079F9C
_InitFontForUIDefault 0x807A800
MapAnimLevelUpProc_ClearLevelUpSmallText 0x807F53C
NewBG0Shaker 0x807F614
UnitKakudai3 0x8081E48
BG0Shaker_Init 0x807F628
StartGameOver 0x8085374
setSpecialAnimationEffectInfoState4 0x8095284
GmapUnit_Destruct 0x80BAC58
GmapScreen2_Destruct 0x80BB718
NewMapMU 0x80BDC28
StartPromotionMenuSelect 0x80CDDDC
CgbModVol 0x80D0CC8
NewFace2 0x80064F4
AiFindUnitSafestTileToMoveTo 0x803B808
SioVSync_8041C1C 0x8041C1C
RefreshUnitMapAndVision 0x8019FA0
ProcessSupportGains 0x8028434
CanActiveUnitMove 0x8018BD8
AiTryDoStaff 0x803FA40
EfxFire_Main 0x805DB5C
AutolevelUnitWeaponRanks 0x8017F20
BskOrder_Init 0x80397B0
DivineSfxLoop 0x805FEC0
GetRescueStaffeePosition 0x802ECD0
CanUnitWieldWeapon 0x8016574
MakeTargetListForLatona 0x8026388
GenBlueUnitAiStats 0x803C064
GetUnitAiPriority 0x8039938
AiUnitGetClosestEscapePointData 0x803E878
DrawTileGraphics 0x8019C3C
StartScreenMenuScrollingBg 0x8086BB8
MakeTargetListForSupport 0x8025644
GetUnitArenaWeight 0x8031A14
AiGetActiveUniChestKeyItemSlot 0x803B994
loadHazymoonOBJ2 0x80605E8
_DisplayAIS 0x8005208
EfxThunder_Main 0x805D814
WriteFadedPaletteFromArchive 0x8013550
GetUnitDropLocation 0x80184E0
MakeAiUnitQueue 0x80399B0
AiUnitTryHealSelf 0x803E718
CpDecide_Main 0x8039B00
AiDecisionMaker_AiScript2 0x8039E2C
NameSelect_8045108 0x8045108
SomeBattlePlaySound_8071990 0x8071990
ProcessUnitMovement 0x801A82C
MakePoisonDamageTargetList 0x80259EC
GetPhaseAbleUnitCount 0x8024CEC
DialogueSkipInputListener_OnLoop 0x8006B4C
AiTargetCursor_Main 0x8039E88
ExecTrap 0x8037660
shooter 0x805CD5C
BeginBattleAnimations 0x802CA14
ekrBattle_8050940 0x8050940
DrawBonusItemMenuEntry 0x80B0894
ClaimBonusItemMenu_MainLoop 0x80B0D38
ekrBattle_StartUIPaletteAnimations 0x80502B0
RideCommandUsability 0x80248C4
AiSimulateBattle 0x803DEC8
_AP_Exec 0x8009340
GetArenaBetterItem 0x8031BC0
AdvanceAIS 0x8005040
PrintStringToDBG 0x80039D0
PopupProc_Display 0x8011270
BATTLE_GOTO1_IfNobodyIsDead 0x8032774
BeginLinkArenaBattle 0x804B800
StartMenu_AndDoSomethingCommands 0x804F64C
DebugMenu_FogIdle 0x801C448
LoadBonusContentData 0x80A38F4
Text_AppendCharAscii 0x8004504
TryAddUnitToRestoreTargetList 0x8025F98
AiScriptCmd_07_DoStandardActionNoMove 0x803CA84
NameSelect_8044C54 0x8044C54
GetUnitSupportBonuses 0x80285B0
DialogueMain_OnLoop 0x8006C34
Menu_HandleSelectInputs 0x804F374
TradeMenu_802D918 0x802D918
HandleCursorMovement 0x8015714
LoadMapSpritePalettes 0x8026628
UpdateHandCursor 0x804E79C
TakeUsability 0x802298C
GiveUsability 0x80229F4
LoadArenaOpponentStruct 0x8031A84
UpdateMenuItemPanel 0x801E748
StartEfxStatusUnit 0x8054A1C
AiUnitUpdateGetHealMode 0x803E698
StartTradeMenu 0x802DD6C
EndProc_Private 0x8002D10
GetChapterWinPerc 0x80B6358
StartEfxHpBarLive 0x8052A0C
DrawGlyph2DTile 0x8004700
StartEkrGauge 0x8050EF8
ComputeChapterRankings 0x80B6504
DisplayActiveUnitEffectRange 0x801CC7C
ShrinkPlayerUnitList 0x8034214
loadBaseKaiten 0x805649C
GetSomeBallistaItemAt 0x80379D4
Menu_HandleDirectionInputs 0x804F294
TorchTargetPosSelect_Init 0x8029D98
ActionDrop 0x80321E0
LoadNewUIPal 0x804E0A8
LoadNewUIPal 0x804E138
Load6CRangeDisplaySquareGfx 0x801D89C
GetConvoyItemSlot 0x80315E4
HandleMapSpriteCursorHover 0x8027A4C
HideUnitSMS 0x802810C
SioMenu_8048168 0x8048168
AiScriptCmd_00_ConditionalGoto 0x803C648
PlayerPhase_RangeDisplayIdle 0x801CD1C
Menu_TextBoxIdle 0x804F530
Menu_804F5B4 0x804F5B4
StartEfxHpBarResire 0x80525E8
EndTargetSelection 0x804FAB8
InitMinimugBoxMaybe 0x808C5D0
TryAddUnitToDanceRingTargetList 0x80265B4
TradeMenu_802D980 0x802D980
LoadGeneralGameMetadata 0x80A2D28
SwitchAISFrameDataFromBARoundType 0x805A07C
Dialogue_InitGfx 0x800680C
RegisterChapterTimeAndTurnCount 0x80A4350
AiScriptCompare 0x803A71C
ExecProc_Private 0x8002E28
ekrBattle_80509A8 0x80509A8
GetItemWRankLevelString 0x8016D94
GetWonChapterCount 0x80A42EC
Text_AppendDecNumber 0x8004074
GetBattleUnitStaffExp 0x802C638
GetUnitSelectionValueThing 0x801D51C
AiDecisionMaker_HealEscape 0x8039D10
HandleItemExpGain 0x802C5B8
Text_AppendStringAscii 0x80044C8
PlayerPhase_ApplyUnitMovement 0x801D470
UpdateBallistaUsesFromBattle 0x802C300
AiFillMovementMapForUnit 0x803C490
ArenaCommandEffect 0x8024144
StartProc 0x8002C7C
TradeMenu_802D834 0x802D834
UpdateAllLightRunes 0x802E470
AiScriptCmd_0C_MoveTowardsSetPoint 0x803CB88
GetGameTotalTime 0x80A4448
MoveCursor_AppendFromMoveBuffer 0x8032B88
AiScriptCmd_03_Goto 0x803C78C
FinishUpItemBattle 0x802CC54
DrawStatScreen 0x8088670
EnsureCameraOntoActiveUnitPosition 0x801D31C
Teono 0x805BF40
ClaimBonusItemMenu_Init 0x80B0ADC
RefreshTrapHiddenStates 0x801A1A0
PlayerPhase_DisplayDangerZone 0x801CCB4
GGM_IsCharacterKnown 0x80A37F0
FillRangeMapForDangerZone 0x801B810
_AP_QueueRotScaleData 0x8009430
AttackBallistaCommandUsability 0x8024A28
Arrow 0x805C29C
CheckForLevelUpCaps 0x802BF24
DebugMenu_ClearIdle 0x801BF6C
GetUnitItemSlot 0x801702C
AP_SwitchAnimation 0x8009518
_IsolateProc 0x8002DE0
Loop6C_efxDarkbreath 0x805D508
DrawSpecialUiChar 0x8004B0C
Menu_HelpBoxIdle 0x804F4A0
GetBallistaItemAt 0x803798C
ekrBattle_Init 0x804FF64
TargetSelection_HandleMoveInput 0x804FAEC
GameControl_HandleSelectRightL 0x8009A00
getAnimationIDForPaletteGroup 0x805999C
CpPerform_PerformEscape 0x803A0F4
StartBlockingProc 0x8002CE0
Text_AppendNumberOr2Dashes 0x8004144
TryPrepareEventUnitMovement 0x800FC90
GetSomeFacingDirection 0x801DBD4
BKSEL_Display 0x8036E2C
BATTLE_HandleItemDrop 0x80328D0
StartEfxHitQuake 0x80539DC
MapMain_SwitchPhases 0x8015410
ChangeUnitAllegiance 0x8018430
GetWRankLevel 0x8016D5C
EnsureNoUnitStatCapOverflow 0x80181C8
AiBattleGetAlliesAroundWeight 0x803DFBC
ApplyFaceDisplayBitChange 0x80057C0
EndPrepScreen 0x8034278
Hazymoon 0x80602C8
AiDecisionMaker_SpecialItems 0x8039DC4
Decompress 0x8012F50
BattleSomethingTrapChangeTerrain 0x802EB10
NullAllLightRunesTerrain 0x802EB50
CpPerform_MoveCameraOntoUnit 0x8039F0C
Loop6C_GENS 0x8015CB0
GetUnitSupportingUnit 0x80281F4
DrawLotsaText 0x8086E00
DestructMoveLimitView 0x801DA60
NewGotItemPopup 0x80114DC
SpriteJumpAnimation_Loop 0x80325AC
Loop6C_MoveLimitView 0x801D9DC
TargetSelection_Loop 0x804F96C
LoadNewUIImage 0x804E108
ekrDispUP_Loop 0x8051BB0
UnitDrop 0x8018370
WarpTargetPosSelect_Loop 0x802969C
ActiveBattleUnitAdd10Exp 0x802C6A0
FillMapStaffRangeForUnit 0x801B618
Loop6C_efxIvaldiBG3 0x8065BB8
CouldUnitUseAnyWeapon 0x8031F50
MoveCursor_CutPath 0x80329EC
AiBattleGetWeight_803E068 0x803E068
ekrBattleEnding_8056288 0x8056288
CreateItemStealingPopup 0x8011694
